"Tree","Model","Metric","Mean_Dispersed","Mean_Clustered","Mean_Random","P_Dispersed_vs_Clustered","P_Dispersed_vs_Random","P_Random_vs_Clustered","N_Dispersed","N_Clustered","N_Random","Pattern_Holds","Seed"
"small_ladder","Lambda0.5","max_offdiag_cor",0.890057672002134,0.852935482823247,0.891231584103966,1,0.405594405594406,0.864135864135864,1,1,1000,FALSE,1
"small_ladder","Lambda0.5","mean_offdiag_cor",0.446728235195327,0.410334380624846,0.443189640466551,1,0.545454545454545,0.713286713286713,1,1,1000,FALSE,1
"small_ladder","Lambda0.5","MoransI",0.262909813803322,-0.185774773206978,0.222529713055157,1,0.602397602397602,0.624375624375624,1,1,1000,FALSE,1
"small_ladder","Lambda0.5","mpnns",0.537914672637776,0.601357876909294,0.538366032248116,0.5,0.507492507492508,0.240759240759241,1,1,1000,TRUE,1
"small_ladder","Lambda0.7","ess_1",1.91860717308896,2.06068620501129,1.95269469206939,1,0.547452547452547,0.715284715284715,1,1,1000,FALSE,1
"small_ladder","Lambda0.7","ess_2",2.60763277314073,2.92173646610061,2.62999459733949,1,0.513486513486514,0.786213786213786,1,1,1000,FALSE,1
"small_ladder","Lambda0.7","K",0.409376483486908,0.438094881496061,0.870232674541421,0.5,0.258741258741259,0.694305694305694,1,1,1000,FALSE,1
"small_ladder","Lambda0.7","Lambda",0.999926686256414,7.33137435857406e-05,0.848013150214598,1,1,1,1,1,1000,FALSE,1
"small_ladder","Lambda0.7","max_offdiag_cor",0.893857232187534,0.8522930250782,0.899080058943072,1,0.362637362637363,0.91008991008991,1,1,1000,FALSE,1
"small_ladder","Lambda0.7","mean_offdiag_cor",0.452813069830085,0.411743135476297,0.447905204698346,1,0.547452547452547,0.715284715284715,1,1,1000,FALSE,1
"small_ladder","Lambda0.7","MoransI",0.130646091121037,-0.13327286469365,0.132800805101607,0.5,0.494505494505495,0.497502497502497,1,1,1000,TRUE,1
"small_ladder","Lambda0.7","mpnns",0.504430130659276,0.535389688504877,0.47633329189226,0.5,0.63036963036963,0.255744255744256,1,1,1000,FALSE,1
"small_ladder","Lambda1","ess_1",1.87762810505736,2.04882795067951,1.92969960853102,1,0.551448551448551,0.713286713286713,1,1,1000,FALSE,1
"small_ladder","Lambda1","ess_2",2.517194414748,2.8972502279983,2.55557006833908,1,0.508491508491508,0.8001998001998,1,1,1000,FALSE,1
"small_ladder","Lambda1","K",0.427232826866438,0.394227922030399,0.874497942746081,1,0.442557442557443,0.594405594405594,1,1,1000,FALSE,1
"small_ladder","Lambda1","Lambda",0.999926686256414,7.33137435857406e-05,0.861913103290107,1,1,1,1,1,1000,FALSE,1
"small_ladder","Lambda1","max_offdiag_cor",0.90154624389841,0.850852158023941,0.918198441331852,1,0.222777222777223,0.958041958041958,1,1,1000,FALSE,1
"small_ladder","Lambda1","mean_offdiag_cor",0.465813519761763,0.414953063938456,0.45741808522147,1,0.551448551448551,0.713286713286713,1,1,1000,FALSE,1
"small_ladder","Lambda1","MoransI",0.139370016990509,-0.180266932428668,0.0716236794916278,0.5,0.592407592407592,0.285714285714286,1,1,1000,FALSE,1
"small_ladder","Lambda1","mpnns",0.554835133742858,0.362758417042022,0.460731611053466,1,0.853146853146853,0.861138861138861,1,1,1000,FALSE,1
"small_ladder","OU_alpha0.2","ess_1",4.99304847309332,2.8753912039128,4.30622025948341,0.5,0.0699300699300699,0.001998001998002,1,1,1000,TRUE,1
"small_ladder","OU_alpha0.2","ess_2",7.06770376455988,4.67969364149345,6.22673111820484,0.5,0.015984015984016,0.004995004995005,1,1,1000,TRUE,1
