"Analysis","Pool","N","s","Subset_Type","Metric","Observed","Baseline_Mean","Baseline_SD","Baseline_Q025","Baseline_Q975","SES","P_value","Tail","Covariance_Model","Covariance_Param"
"Cricetidae_C256","Cricetidae_C256",256,32,"clustered","MaxPD",20.2521793168,77.5620930169401,0.0843585575327871,77.5667161542475,77.566719959,-679.360996397619,0.000999000999000999,"lower",NA,NA
"Cricetidae_C256","Cricetidae_C256",256,64,"dispersed","MinPD",20.6871160515,2.42518251190698,1.39388335936219,0.11240117904,5.5314089675025,13.1014789845467,0.000999000999000999,"upper",NA,NA
"Cricetidae_C256","Cricetidae_C256",256,64,"dispersed","MeanPD",62.8503919942074,61.0233786019086,1.33322108406649,58.1731858015084,63.3235659718816,1.37037541195059,0.0599400599400599,"upper",NA,NA
"Cricetidae_C256","Cricetidae_C256",256,64,"dispersed","MeanNND",28.4235382080088,17.6523828039026,1.2772795513612,15.3136766454306,20.2856736079643,8.4328880021819,0.000999000999000999,"upper",NA,NA
"Cricetidae_C256","Cricetidae_C256",256,64,"dispersed","MaxPD",77.5667202502,77.5667189362181,7.85436017709234e-07,77.5667173248925,77.5667202502,1.67293313588469,0.0689310689310689,"upper",NA,NA
"Cricetidae_C256","Cricetidae_C256",256,64,"clustered","MinPD",1.9871640786,2.42518251190698,1.39388335936219,0.11240117904,5.5314089675025,-0.314243247374305,0.424575424575425,"lower",NA,NA
"Cricetidae_C256","Cricetidae_C256",256,64,"clustered","MeanPD",23.4831075580493,61.0233786019086,1.33322108406649,58.1731858015084,63.3235659718816,-28.1575737831545,0.000999000999000999,"lower",NA,NA
"Cricetidae_C256","Cricetidae_C256",256,64,"clustered","MeanNND",8.21464257821594,17.6523828039026,1.2772795513612,15.3136766454306,20.2856736079643,-7.38893863573471,0.000999000999000999,"lower",NA,NA
"Cricetidae_C256","Cricetidae_C256",256,64,"clustered","MaxPD",33.50320451266,77.5667189362181,7.85436017709234e-07,77.5667173248925,77.5667202502,-56100705.1243609,0.000999000999000999,"lower",NA,NA
"Cricetidae_C512","Cricetidae_C512",512,8,"dispersed","MinPD",53.5614111515,18.3296159238285,7.68684442999809,4.32028217693,33.5032024735075,4.5833886126508,0.000999000999000999,"upper",NA,NA
"Cricetidae_C512","Cricetidae_C512",512,8,"dispersed","MeanPD",74.2580418334293,61.6039332652527,5.63159078616777,47.2994135398321,69.7619812106228,2.24698651742549,0.000999000999000999,"upper",NA,NA
"Cricetidae_C512","Cricetidae_C512",512,8,"dispersed","MeanNND",60.34718066517,35.1349298759577,6.50395038991032,22.6185707592354,48.1882142933804,3.87645189119593,0.000999000999000999,"upper",NA,NA
