"SubsetID","MinPD","MeanPD","MeanNND","MaxPD"
365,1.067974692,62.43978586258,23.0862303749,85.9864903465
366,2.6865447238,65.2368930718945,16.082022306709,85.98648977854
367,3.7115093179,67.7167936586382,14.156806014452,85.9864914232
368,0.836406392,67.1592871991903,14.6431921114475,85.9864912993
369,2.341049038,66.8074294632074,15.935587027485,85.9864916185
370,1.9434177368,63.9789481096847,16.097525482951,85.9864913965
371,10.8826313105,67.9086528907557,23.95330173922,85.986490314
372,4.1555488428,66.6029209729442,15.04501651646,85.9864908551
373,3.6082288442,63.1011229898153,19.058068376905,85.9864907926
374,3.6082288442,68.3792070978195,18.7986556849845,85.9864909475
375,0.3992397754,68.2870059978805,17.87307458356,85.9864904086
376,1.1709612834,63.8661902113227,15.545287499378,85.98649202
377,0.9168774012,68.3597459381777,16.284505022886,85.9864917706
378,4.61471617544,67.6749674118235,21.1648822643275,85.9864919289
379,2.6205933699,66.8607063227984,21.069751195377,85.986490952
380,2.6205933699,67.3063918386117,19.441180560921,85.9864912993
381,6.4075994837,65.8832340408311,21.84784395827,85.9864919289
382,2.1515064624,64.713760393672,19.125408032935,85.9864912665
383,2.4373876922,67.053868844038,21.203743487787,85.9864904086
384,7.2091312371,65.128490073613,24.8805871916235,85.9864904478
385,5.520167604,59.5947996858916,21.43618552763,85.9864917117
386,2.711255442,66.3267190293963,17.18076038099,85.9864909513
387,4.874787074,67.0660798602898,20.675136602782,85.9864916155
388,4.6331794735,66.2596100987773,22.984750908247,85.9864920886
389,3.255574362,68.7789810316505,17.88605452882,85.9864909813
390,0.6488770492,67.5775143797956,16.657973203129,85.9864918965
391,6.4956633996,62.7890862630072,18.784772419757,85.9864903496
392,3.7115093179,63.2510653036727,21.465904771613,85.9864910808
393,7.271142798,66.1793151850147,16.88623748514,85.9864925562
394,4.3135468775,68.4860548384843,18.9723494758885,85.9864907606
395,5.70599453434,68.6349674548828,20.9750218880355,85.9864912977
396,8.8859436916,64.3531338823816,19.02525879082,85.9864909184
397,8.7822889171,67.4460778300476,26.8969240873575,85.986491616
398,3.9020720006,66.7920563463235,23.8800527519555,85.9864919019
399,7.0142846704,67.4684354499684,21.59525605953,85.9864912993
400,6.0135773456,67.5714854710724,19.751200326226,85.9864907959
401,5.6308779777,67.5806016177355,16.117476994375,85.9864912998
402,2.4086519957,64.9902071595116,15.277378718355,85.9864915836
403,2.4373876922,67.6269969693663,18.1045497962225,85.9864914601
404,4.3150125023,68.6073271095771,20.0776441833675,85.9864912685
405,2.7920378706,68.0258683506733,19.141670523661,85.9864912997
406,2.131154862,55.2238191784661,13.634005619289,85.986491298
407,4.61471620694,68.6006576443279,14.621055555317,85.9864909842
408,4.74337250935,65.2577777094348,20.193720817856,85.9864907644
409,1.1287741295,68.4782599840894,17.0596404859945,85.9864907638
410,0.470230433,67.0267604840591,20.590488085793,85.9864911116
411,4.309011292,66.1430281736824,21.657395581229,85.986491396
412,2.1515064624,66.1793137503898,19.866925697697,85.9864917745
413,2.5720437269,64.1023501179921,16.49997054557,85.9864903494
414,2.6168976316,68.3789004626087,17.918784130504,85.9864908551
415,0.2136514338,66.1713101637803,20.430085461109,85.986491616
416,4.61471633334,66.467047975804,22.199968712451,85.9864912971
417,2.7920379016,67.1046577262371,20.286518539076,85.9864908291
418,4.61471614374,66.7868980116482,19.649626061223,85.9864913639
419,1.7285704214,68.8977825488452,16.860954279944,85.9864914552
420,2.6865447238,65.1223017273285,20.3939066976945,85.9864910802
421,9.109108212,68.5199917494452,19.237915882721,85.9864906702
