"Analysis","N","s","Species_Index","Dispersed","Clustered"
"Cricetidae_C512",512,32,28,"Lemmus_trimucronatus_CRICETIDAE_RODENTIA","Akodon_iniscatus_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,32,29,"Zygodontomys_brevicauda_CRICETIDAE_RODENTIA","Akodon_toba_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,32,30,"Oecomys_paricola_CRICETIDAE_RODENTIA","Akodon_molinae_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,32,31,"Dicrostonyx_torquatus_CRICETIDAE_RODENTIA","Akodon_dolores_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,32,32,"Rhipidomys_leucodactylus_CRICETIDAE_RODENTIA","Akodon_dayi_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,1,"Cricetulus_kamensis_CRICETIDAE_RODENTIA","Lasiopodomys_mandarinus_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,2,"Scotinomys_xerampelinus_CRICETIDAE_RODENTIA","Lasiopodomys_brandtii_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,3,"Scapteromys_meridionalis_CRICETIDAE_RODENTIA","Microtus_oregoni_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,4,"Microtus_kikuchii_CRICETIDAE_RODENTIA","Microtus_longicaudus_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,5,"Otonyctomys_hatti_CRICETIDAE_RODENTIA","Microtus_pennsylvanicus_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,6,"Tylomys_watsoni_CRICETIDAE_RODENTIA","Microtus_montanus_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,7,"Neotoma_mexicana_CRICETIDAE_RODENTIA","Microtus_townsendii_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,8,"Mesocricetus_newtoni_CRICETIDAE_RODENTIA","Microtus_canicaudus_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,9,"Sigmodon_leucotis_CRICETIDAE_RODENTIA","Microtus_ochrogaster_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,10,"Ochrotomys_nuttalli_CRICETIDAE_RODENTIA","Microtus_californicus_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,11,"Onychomys_leucogaster_CRICETIDAE_RODENTIA","Microtus_xanthognathus_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,12,"Cricetulus_longicaudatus_CRICETIDAE_RODENTIA","Microtus_richardsoni_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,13,"Neusticomys_monticolus_CRICETIDAE_RODENTIA","Microtus_umbrosus_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,14,"Neacomys_minutus_CRICETIDAE_RODENTIA","Microtus_miurus_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,15,"Phodopus_sungorus_CRICETIDAE_RODENTIA","Microtus_abbreviatus_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,16,"Andalgalomys_pearsoni_CRICETIDAE_RODENTIA","Microtus_quasiater_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,17,"Reithrodontomys_hirsutus_CRICETIDAE_RODENTIA","Microtus_pinetorum_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,18,"Rhagomys_longilingua_CRICETIDAE_RODENTIA","Microtus_guatemalensis_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,19,"Punomys_kofordi_CRICETIDAE_RODENTIA","Microtus_oaxacensis_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,20,"Euneomys_mordax_CRICETIDAE_RODENTIA","Microtus_chrotorrhinus_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,21,"Prometheomys_schaposchnikowi_CRICETIDAE_RODENTIA","Microtus_ilaeus_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,22,"Scolomys_ucayalensis_CRICETIDAE_RODENTIA","Microtus_transcaspicus_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,23,"Notiomys_edwardsii_CRICETIDAE_RODENTIA","Microtus_arvalis_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,24,"Delomys_altimontanus_CRICETIDAE_RODENTIA","Microtus_levis_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,25,"Rhagomys_rufescens_CRICETIDAE_RODENTIA","Microtus_schelkovnikovi_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,26,"Ondatra_zibethicus_CRICETIDAE_RODENTIA","Microtus_paradoxus_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,27,"Habromys_simulatus_CRICETIDAE_RODENTIA","Microtus_guentheri_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,28,"Lemmus_trimucronatus_CRICETIDAE_RODENTIA","Microtus_dogramacii_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,29,"Zygodontomys_brevicauda_CRICETIDAE_RODENTIA","Microtus_socialis_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,30,"Oecomys_paricola_CRICETIDAE_RODENTIA","Microtus_anatolicus_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,31,"Dicrostonyx_torquatus_CRICETIDAE_RODENTIA","Microtus_schidlovskii_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,32,"Rhipidomys_leucodactylus_CRICETIDAE_RODENTIA","Microtus_irani_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,33,"Isthmomys_pirrensis_CRICETIDAE_RODENTIA","Microtus_daghestanicus_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,34,"Calassomys_apicalis_CRICETIDAE_RODENTIA","Microtus_majori_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,35,"Baiomys_taylori_CRICETIDAE_RODENTIA","Microtus_subterraneus_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,36,"Nyctomys_sumichrasti_CRICETIDAE_RODENTIA","Microtus_gerbei_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,37,"Phenacomys_intermedius_CRICETIDAE_RODENTIA","Microtus_lusitanicus_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,38,"Holochilus_brasiliensis_CRICETIDAE_RODENTIA","Microtus_duodecimcostatus_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,39,"Aepeomys_lugens_CRICETIDAE_RODENTIA","Microtus_savii_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,40,"Xenomys_nelsoni_CRICETIDAE_RODENTIA","Microtus_tatricus_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,41,"Calomys_tocantinsi_CRICETIDAE_RODENTIA","Microtus_felteni_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,42,"Eremoryzomys_polius_CRICETIDAE_RODENTIA","Microtus_thomasi_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,43,"Akodon_albiventer_CRICETIDAE_RODENTIA","Microtus_multiplex_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,44,"Oxymycterus_rufus_CRICETIDAE_RODENTIA","Microtus_liechtensteini_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,45,"Alticola_macrotis_CRICETIDAE_RODENTIA","Microtus_bavaricus_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,46,"Akodon_latebricola_CRICETIDAE_RODENTIA","Microtus_cabrerae_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,47,"Eligmodontia_dunaris_CRICETIDAE_RODENTIA","Microtus_agrestis_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,48,"Handleyomys_rostratus_CRICETIDAE_RODENTIA","Blanfordimys_juldaschi_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,49,"Peromyscus_californicus_CRICETIDAE_RODENTIA","Blanfordimys_bucharensis_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,50,"Lagurus_lagurus_CRICETIDAE_RODENTIA","Blanfordimys_afghanus_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,51,"Juliomys_ossitenuis_CRICETIDAE_RODENTIA","Microtus_oeconomus_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,52,"Tscherskia_triton_CRICETIDAE_RODENTIA","Microtus_fortis_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,53,"Ellobius_tancrei_CRICETIDAE_RODENTIA","Microtus_mongolicus_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,54,"Oligoryzomys_chacoensis_CRICETIDAE_RODENTIA","Microtus_middendorffii_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,55,"Thomasomys_notatus_CRICETIDAE_RODENTIA","Microtus_sachalinensis_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,56,"Mindomys_hammondi_CRICETIDAE_RODENTIA","Microtus_maximowiczii_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,57,"Bibimys_labiosus_CRICETIDAE_RODENTIA","Microtus_limnophilus_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,58,"Irenomys_tarsalis_CRICETIDAE_RODENTIA","Neodon_irene_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,59,"Phodopus_roborovskii_CRICETIDAE_RODENTIA","Neodon_sikimensis_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,60,"Hodomys_alleni_CRICETIDAE_RODENTIA","Microtus_clarkei_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,61,"Galenomys_garleppi_CRICETIDAE_RODENTIA","Neodon_linzhiensis_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,62,"Cerradomys_vivoi_CRICETIDAE_RODENTIA","Volemys_millicens_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,63,"Rhipidomys_wetzeli_CRICETIDAE_RODENTIA","Neodon_leucurus_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,64,64,"Neotomys_ebriosus_CRICETIDAE_RODENTIA","Neodon_fuscus_CRICETIDAE_RODENTIA"
