"Scenario","Metric","CleanMetric","Type","Variance","MeanDelta","AbsMeanDelta","N"
"UC3","delta_whitened_r2","whitened_r2","R-squared",0.0725505140259405,-0.00885216448330866,0.189355158627995,2500
"UC3","delta_mse","mse","Error",0.604721049161488,-0.178526125733206,0.575302071823411,2500
"UC3","delta_rmse","rmse","Error",0.353747585674871,-0.156830729856946,0.37019809122042,2500
"UC3","delta_mae","mae","Error",0.459312205285919,-0.137009671722824,0.476918025942569,2500
"UC3","delta_median_ae","median_ae","Error",2.90617679934619,1.04505472024862,1.99795627855357,465
"UC3","delta_pic_rmse","pic_rmse","Error",0.430114107379629,-0.270589876113443,0.466078393776382,2500
"UC3","delta_pic_mae","pic_mae","Error",0.535577158803737,-0.226043226970378,0.542302397263391,2500
"UC3","delta_whitened_rmse","whitened_rmse","Error",0.414433191182916,-0.289932835795515,0.470934628489666,2500
"UC3","delta_whitened_mae","whitened_mae","Error",0.523491485444332,-0.24134319826901,0.546743457293061,2500
"UC3","delta_see","see","Error",0.360611214841793,-0.129554036523722,0.371334790886019,2500
"UC3","delta_percent_see","percent_see","Error",1892.54885975229,0.581364177616897,2.40747797642128,2500
"UC3","delta_R_whole","R_whole","Error",1368.03909765522,0.887300766476835,1.40562225891282,2500
"UC3","delta_R_ari","R_ari","Error",10.6746638354092,-0.0201901548887621,0.491174422841422,2500
"UC3","delta_R_geo","R_geo","Error",0.018058599948985,0.00205159158405818,0.0880685976673204,2500
"UC3","delta_R_median","R_median","Error",1.99279902718573,-0.0517117585831894,0.104933233174981,2500
"UC3","delta_pearson_corr","pearson_corr","Correlation",0.0139346089770038,-0.0059625986452588,0.0577367284563424,2500
"UC3","delta_spearman_corr","spearman_corr","Correlation",0.0138669962528468,-0.0133822475667064,0.0682316262844527,2500
"UC3","delta_pic_pearson","pic_pearson","Correlation",0.0187337871209242,-0.000162031314201217,0.0960268836749234,2500
"UC3","delta_pic_spearman","pic_spearman","Correlation",0.0230439489007727,0.00262779189938437,0.102960598011784,2500
"UC3","delta_mape","mape","Percentage Error",0.704153007627603,-0.25381129013865,0.660961798724221,2500
"UC3","delta_smape","smape","Percentage Error",0.451425479581204,-0.142037218408504,0.467475440784171,2500
"UC3","delta_cn_smape","cn_smape","Percentage Error",0.00851060896815186,-0.000534340239174483,0.0614089485408014,2500
"UC4","delta_ols_r2","ols_r2","R-squared",1.73375916728414,0.678198571112479,1.35055082593966,2500
"UC4","delta_adjusted_r2","adjusted_r2","R-squared",285014.876692497,-8.88564543164237,15.9203648156443,2500
"UC4","delta_pic_r2","pic_r2","R-squared",1.81766815936847,0.600369175322461,1.34158239594743,2500
"UC4","delta_whitened_r2","whitened_r2","R-squared",0.949670540856794,-0.916211815077473,1.17564202443331,2500
"UC4","delta_mse","mse","Error",0.0671658255634469,-0.0149751683628083,0.197000671844055,2500
"UC4","delta_rmse","rmse","Error",0.0174397458909472,-0.00780658574022106,0.0995554864977577,2500
"UC4","delta_mae","mae","Error",0.0215594181167102,-0.00260462008294081,0.111910766434315,2500
"UC4","delta_median_ae","median_ae","Error",0.0605125275490231,0.000339322383973387,0.175770809562097,2500
"UC4","delta_pic_rmse","pic_rmse","Error",0.167004022632545,-0.424793692165594,0.476373883492,2500
"UC4","delta_pic_mae","pic_mae","Error",0.0607199560343431,-0.285174788766738,0.313032415220711,2500
"UC4","delta_whitened_rmse","whitened_rmse","Error",0.152731457202724,-0.319984627161808,0.42170291561631,2500
"UC4","delta_whitened_mae","whitened_mae","Error",0.0872825205613385,-0.281260464637483,0.325431394338943,2500
"UC4","delta_see","see","Error",0.0174501359186367,0.0221811834396064,0.103030468763377,2500
"UC4","delta_percent_see","percent_see","Error",167.632761147563,-0.0815489487228995,1.3883114535129,2500
"UC4","delta_R_whole","R_whole","Error",269.359626745573,-0.165205309533368,1.7427027239344,2500
"UC4","delta_R_ari","R_ari","Error",752.363940835796,-0.538778948868749,1.92607132260675,2500
"UC4","delta_R_geo","R_geo","Error",0.0878132665277186,0.00996352223604654,0.215748258560316,2500
"UC4","delta_R_median","R_median","Error",43.8565535142015,-0.0160843608256705,1.26064585370988,2500
"UC4","delta_pearson_corr","pearson_corr","Correlation",4445.22607769611,2.99972862016432,8.82476255405006,2500
"UC4","delta_spearman_corr","spearman_corr","Correlation",459.324739601611,0.943046627711569,6.08778081330732,2500
"UC4","delta_pic_pearson","pic_pearson","Correlation",1191.13318588003,0.977892749712216,6.80680216605069,2500
"UC4","delta_pic_spearman","pic_spearman","Correlation",12976.4442035984,3.70516430857766,10.4554521359783,2500
"UC4","delta_mape","mape","Percentage Error",0.308451659422099,-0.125796145783865,0.422211489540972,2500
"UC4","delta_smape","smape","Percentage Error",0.0170858468279249,-0.00545682168356554,0.0949129122898912,2500
"UC4","delta_cn_smape","cn_smape","Percentage Error",0.0538414511055324,-0.0188672656458715,0.153400399033243,2500
